Date,Last Price
03/04/2017,12.38
31/03/2017,12.37
30/03/2017,11.54
29/03/2017,11.42
28/03/2017,11.53
27/03/2017,12.5
24/03/2017,12.96
23/03/2017,13.12
22/03/2017,12.81
21/03/2017,12.47
20/03/2017,11.34
17/03/2017,11.28
16/03/2017,11.21
15/03/2017,11.63
14/03/2017,12.3
13/03/2017,11.35
10/03/2017,11.66
09/03/2017,12.3
08/03/2017,11.86
07/03/2017,11.45
06/03/2017,11.24
03/03/2017,10.96
02/03/2017,11.81
01/03/2017,12.54
28/02/2017,12.92
27/02/2017,12.09
24/02/2017,11.47
23/02/2017,11.71
22/02/2017,11.74
21/02/2017,11.57
17/02/2017,11.49
16/02/2017,11.76
15/02/2017,11.97
14/02/2017,10.74
13/02/2017,11.07
10/02/2017,10.85
09/02/2017,10.88
08/02/2017,11.45
07/02/2017,11.29
06/02/2017,11.37
03/02/2017,10.97
02/02/2017,11.93
01/02/2017,11.81
31/01/2017,11.99
30/01/2017,11.88
27/01/2017,10.58
26/01/2017,10.63
25/01/2017,10.81
24/01/2017,11.07
23/01/2017,11.77
20/01/2017,11.54
19/01/2017,12.78
18/01/2017,12.48
17/01/2017,11.87
13/01/2017,11.23
12/01/2017,11.54
11/01/2017,11.26
10/01/2017,11.49
09/01/2017,11.56
06/01/2017,11.32
05/01/2017,11.67
04/01/2017,11.85
03/01/2017,12.85
30/12/2016,14.04
29/12/2016,13.37
28/12/2016,12.95
27/12/2016,11.99
23/12/2016,11.44
22/12/2016,11.43
21/12/2016,11.27
20/12/2016,11.45
19/12/2016,11.71
16/12/2016,12.2
15/12/2016,12.79
14/12/2016,13.19
13/12/2016,12.72
12/12/2016,12.64
09/12/2016,11.75
08/12/2016,12.64
07/12/2016,12.22
06/12/2016,11.79
05/12/2016,12.14
02/12/2016,14.12
01/12/2016,14.07
30/11/2016,13.33
29/11/2016,12.9
28/11/2016,13.15
25/11/2016,12.34
23/11/2016,12.43
22/11/2016,12.41
21/11/2016,12.42
18/11/2016,12.85
17/11/2016,13.35
16/11/2016,13.72
15/11/2016,13.37
14/11/2016,14.48
11/11/2016,14.17
10/11/2016,14.74
09/11/2016,14.38
08/11/2016,18.74
07/11/2016,18.71
04/11/2016,22.51
03/11/2016,22.08
02/11/2016,19.32
01/11/2016,18.56
31/10/2016,17.06
28/10/2016,16.19
27/10/2016,15.36
26/10/2016,14.24
25/10/2016,13.46
24/10/2016,13.02
21/10/2016,13.34
20/10/2016,13.75
19/10/2016,14.41
18/10/2016,15.28
17/10/2016,16.21
14/10/2016,16.12
13/10/2016,16.69
12/10/2016,15.91
11/10/2016,15.36
10/10/2016,13.38
07/10/2016,13.48
06/10/2016,12.84
05/10/2016,12.99
04/10/2016,13.63
03/10/2016,13.57
30/09/2016,13.29
29/09/2016,14.02
28/09/2016,12.39
27/09/2016,13.1
26/09/2016,14.5
23/09/2016,12.29
22/09/2016,12.02
21/09/2016,13.3
20/09/2016,15.92
19/09/2016,15.53
16/09/2016,15.37
15/09/2016,16.3
14/09/2016,18.14
13/09/2016,17.85
12/09/2016,15.16
09/09/2016,17.5
08/09/2016,12.51
07/09/2016,11.94
06/09/2016,12.02
02/09/2016,11.98
01/09/2016,13.48
31/08/2016,13.42
30/08/2016,13.12
29/08/2016,12.94
26/08/2016,13.65
25/08/2016,13.63
24/08/2016,13.45
23/08/2016,12.38
22/08/2016,12.27
19/08/2016,11.34
18/08/2016,11.43
17/08/2016,12.19
16/08/2016,12.64
15/08/2016,11.81
12/08/2016,11.55
11/08/2016,11.68
10/08/2016,12.05
09/08/2016,11.66
08/08/2016,11.5
05/08/2016,11.39
04/08/2016,12.42
03/08/2016,12.86
02/08/2016,13.37
01/08/2016,12.44
29/07/2016,11.87
28/07/2016,12.72
27/07/2016,12.83
26/07/2016,13.05
25/07/2016,12.87
22/07/2016,12.02
21/07/2016,12.74
20/07/2016,11.77
19/07/2016,11.97
18/07/2016,12.44
15/07/2016,12.67
14/07/2016,12.82
13/07/2016,13.04
12/07/2016,13.55
11/07/2016,13.54
08/07/2016,13.2
07/07/2016,14.76
06/07/2016,14.96
05/07/2016,15.58
01/07/2016,14.77
30/06/2016,15.63
29/06/2016,16.64
28/06/2016,18.75
27/06/2016,23.85
24/06/2016,25.76
23/06/2016,17.25
22/06/2016,21.17
21/06/2016,18.48
20/06/2016,18.37
17/06/2016,19.41
16/06/2016,19.37
15/06/2016,20.14
14/06/2016,20.5
13/06/2016,20.97
10/06/2016,17.03
09/06/2016,14.64
08/06/2016,14.08
07/06/2016,14.05
06/06/2016,13.65
03/06/2016,13.47
02/06/2016,13.63
01/06/2016,14.2
31/05/2016,14.19
27/05/2016,13.12
26/05/2016,13.43
25/05/2016,13.9
24/05/2016,14.42
23/05/2016,15.82
20/05/2016,15.2
19/05/2016,16.33
18/05/2016,15.95
17/05/2016,15.57
16/05/2016,14.68
13/05/2016,15.04
12/05/2016,14.41
11/05/2016,14.69
10/05/2016,13.63
09/05/2016,14.57
06/05/2016,14.72
05/05/2016,15.91
04/05/2016,16.05
03/05/2016,15.6
02/05/2016,14.68
29/04/2016,15.7
28/04/2016,15.22
27/04/2016,13.77
26/04/2016,13.96
25/04/2016,14.08
22/04/2016,13.22
21/04/2016,13.95
20/04/2016,13.28
19/04/2016,13.24
18/04/2016,13.35
15/04/2016,13.62
14/04/2016,13.72
13/04/2016,13.84
12/04/2016,14.85
11/04/2016,16.26
08/04/2016,15.36
07/04/2016,16.16
06/04/2016,14.09
05/04/2016,15.42
04/04/2016,14.12
01/04/2016,13.1
31/03/2016,13.95
30/03/2016,13.56
29/03/2016,13.82
28/03/2016,15.24
24/03/2016,14.74
23/03/2016,14.94
22/03/2016,14.17
21/03/2016,13.79
18/03/2016,14.02
17/03/2016,14.44
16/03/2016,14.99
15/03/2016,16.84
14/03/2016,16.92
11/03/2016,16.5
10/03/2016,18.05
09/03/2016,18.34
08/03/2016,18.67
07/03/2016,17.35
04/03/2016,16.86
03/03/2016,16.7
02/03/2016,17.09
01/03/2016,17.7
29/02/2016,20.55
26/02/2016,19.81
25/02/2016,19.11
24/02/2016,20.72
23/02/2016,20.98
22/02/2016,19.38
19/02/2016,20.53
18/02/2016,21.64
17/02/2016,22.31
16/02/2016,24.11
12/02/2016,25.4
11/02/2016,28.14
10/02/2016,26.29
09/02/2016,26.54
08/02/2016,26
05/02/2016,23.38
04/02/2016,21.84
03/02/2016,21.65
02/02/2016,21.98
01/02/2016,19.98
29/01/2016,20.2
28/01/2016,22.42
27/01/2016,23.11
26/01/2016,22.5
25/01/2016,24.15
22/01/2016,22.34
21/01/2016,26.69
20/01/2016,27.59
19/01/2016,26.05
15/01/2016,27.02
14/01/2016,23.95
13/01/2016,25.22
12/01/2016,22.47
11/01/2016,24.3
08/01/2016,27.01
07/01/2016,24.99
06/01/2016,20.59
05/01/2016,19.34
04/01/2016,20.7
31/12/2015,18.21
30/12/2015,17.29
29/12/2015,16.08
28/12/2015,16.91
24/12/2015,15.74
23/12/2015,15.57
22/12/2015,16.6
21/12/2015,18.7
18/12/2015,20.7
17/12/2015,18.94
16/12/2015,17.86
15/12/2015,20.95
14/12/2015,22.73
11/12/2015,24.39
10/12/2015,19.34
09/12/2015,19.61
08/12/2015,17.6
07/12/2015,15.84
04/12/2015,14.81
03/12/2015,18.11
02/12/2015,15.91
01/12/2015,14.67
30/11/2015,16.13
27/11/2015,15.12
25/11/2015,15.19
24/11/2015,15.93
23/11/2015,15.62
20/11/2015,15.47
19/11/2015,16.99
18/11/2015,16.85
17/11/2015,18.84
16/11/2015,18.16
13/11/2015,20.08
12/11/2015,18.37
11/11/2015,16.06
10/11/2015,15.29
09/11/2015,16.52
06/11/2015,14.33
05/11/2015,15.05
04/11/2015,15.51
03/11/2015,14.54
02/11/2015,14.15
30/10/2015,15.07
29/10/2015,14.61
28/10/2015,14.33
27/10/2015,15.43
26/10/2015,15.29
23/10/2015,14.46
22/10/2015,14.45
21/10/2015,16.7
20/10/2015,15.75
19/10/2015,14.98
16/10/2015,15.05
15/10/2015,16.05
14/10/2015,18.03
13/10/2015,17.67
12/10/2015,16.17
09/10/2015,17.08
08/10/2015,17.42
07/10/2015,18.4
06/10/2015,19.4
05/10/2015,19.54
02/10/2015,20.94
01/10/2015,22.55
30/09/2015,24.5
29/09/2015,26.83
28/09/2015,27.63
25/09/2015,23.62
24/09/2015,23.47
23/09/2015,22.13
22/09/2015,22.44
21/09/2015,20.14
18/09/2015,22.28
17/09/2015,21.14
16/09/2015,21.35
15/09/2015,22.54
14/09/2015,24.25
11/09/2015,23.2
10/09/2015,24.37
09/09/2015,26.23
08/09/2015,24.9
04/09/2015,27.8
03/09/2015,25.61
02/09/2015,26.09
01/09/2015,31.4
31/08/2015,28.43
28/08/2015,26.05
27/08/2015,26.1
26/08/2015,30.32
25/08/2015,36.02
24/08/2015,40.74
21/08/2015,28.03
20/08/2015,19.14
19/08/2015,15.25
18/08/2015,13.79
17/08/2015,13.02
14/08/2015,12.83
13/08/2015,13.49
12/08/2015,13.61
11/08/2015,13.71
10/08/2015,12.23
07/08/2015,13.39
06/08/2015,13.77
05/08/2015,12.51
04/08/2015,13
03/08/2015,12.56
31/07/2015,12.12
30/07/2015,12.13
29/07/2015,12.5
28/07/2015,13.44
27/07/2015,15.6
24/07/2015,13.74
23/07/2015,12.64
22/07/2015,12.12
21/07/2015,12.22
20/07/2015,12.25
17/07/2015,11.95
16/07/2015,12.11
15/07/2015,13.23
14/07/2015,13.37
13/07/2015,13.9
10/07/2015,16.83
09/07/2015,19.97
08/07/2015,19.66
07/07/2015,16.09
06/07/2015,17.01
02/07/2015,16.79
01/07/2015,16.09
30/06/2015,18.23
29/06/2015,18.85
26/06/2015,14.02
25/06/2015,14.01
24/06/2015,13.26
23/06/2015,12.11
22/06/2015,12.74
19/06/2015,13.96
18/06/2015,13.19
17/06/2015,14.5
16/06/2015,14.81
15/06/2015,15.39
12/06/2015,13.78
11/06/2015,12.85
10/06/2015,13.22
09/06/2015,14.47
08/06/2015,15.29
05/06/2015,14.21
04/06/2015,14.71
03/06/2015,13.66
02/06/2015,14.24
01/06/2015,13.97
29/05/2015,13.84
28/05/2015,13.31
27/05/2015,13.27
26/05/2015,14.06
22/05/2015,12.13
21/05/2015,12.11
20/05/2015,12.88
19/05/2015,12.85
18/05/2015,12.73
15/05/2015,12.38
14/05/2015,12.74
13/05/2015,13.76
12/05/2015,13.86
11/05/2015,13.85
08/05/2015,12.86
07/05/2015,15.13
06/05/2015,15.15
05/05/2015,14.31
04/05/2015,12.85
01/05/2015,12.7
30/04/2015,14.55
29/04/2015,13.39
28/04/2015,12.41
27/04/2015,13.12
24/04/2015,12.29
23/04/2015,12.48
22/04/2015,12.71
21/04/2015,13.25
20/04/2015,13.3
17/04/2015,13.89
16/04/2015,12.6
15/04/2015,12.84
14/04/2015,13.67
13/04/2015,13.94
10/04/2015,12.58
09/04/2015,13.09
08/04/2015,13.98
07/04/2015,14.78
06/04/2015,14.74
02/04/2015,14.67
01/04/2015,15.11
31/03/2015,15.29
30/03/2015,14.51
27/03/2015,15.07
26/03/2015,15.8
25/03/2015,15.44
24/03/2015,13.62
23/03/2015,13.41
20/03/2015,13.02
19/03/2015,14.07
18/03/2015,13.97
17/03/2015,15.66
16/03/2015,15.61
13/03/2015,16
12/03/2015,15.42
11/03/2015,16.87
10/03/2015,16.69
09/03/2015,15.06
06/03/2015,15.2
05/03/2015,14.04
04/03/2015,14.23
03/03/2015,13.86
02/03/2015,13.04
27/02/2015,13.34
26/02/2015,13.91
25/02/2015,13.84
24/02/2015,13.69
23/02/2015,14.56
20/02/2015,14.3
19/02/2015,15.29
18/02/2015,15.45
17/02/2015,15.8
13/02/2015,14.69
12/02/2015,15.34
11/02/2015,16.96
10/02/2015,17.23
09/02/2015,18.55
06/02/2015,17.29
05/02/2015,16.85
04/02/2015,18.33
03/02/2015,17.33
02/02/2015,19.43
30/01/2015,20.97
29/01/2015,18.76
28/01/2015,20.44
27/01/2015,17.22
26/01/2015,15.52
23/01/2015,16.66
22/01/2015,16.4
21/01/2015,18.85
20/01/2015,19.89
16/01/2015,20.95
15/01/2015,22.39
14/01/2015,21.48
13/01/2015,20.56
12/01/2015,19.6
09/01/2015,17.55
08/01/2015,17.01
07/01/2015,19.31
06/01/2015,21.12
05/01/2015,19.92
02/01/2015,17.79
31/12/2014,19.2
30/12/2014,15.92
29/12/2014,15.06
26/12/2014,14.5
24/12/2014,14.37
23/12/2014,14.8
22/12/2014,15.25
19/12/2014,16.49
18/12/2014,16.81
17/12/2014,19.44
16/12/2014,23.57
15/12/2014,20.42
12/12/2014,21.08
11/12/2014,20.08
10/12/2014,18.53
09/12/2014,14.89
08/12/2014,14.21
05/12/2014,11.82
04/12/2014,12.38
03/12/2014,12.47
02/12/2014,12.85
01/12/2014,14.29
28/11/2014,13.33
26/11/2014,12.07
25/11/2014,12.25
24/11/2014,12.62
21/11/2014,12.9
20/11/2014,13.58
19/11/2014,13.96
18/11/2014,13.86
17/11/2014,13.99
14/11/2014,13.31
13/11/2014,13.79
12/11/2014,13.02
11/11/2014,12.92
10/11/2014,12.67
07/11/2014,13.12
06/11/2014,13.67
05/11/2014,14.17
04/11/2014,14.89
03/11/2014,14.73
31/10/2014,14.03
30/10/2014,14.52
29/10/2014,15.15
28/10/2014,14.39
27/10/2014,16.04
24/10/2014,16.11
23/10/2014,16.53
22/10/2014,17.87
21/10/2014,16.08
20/10/2014,18.57
17/10/2014,21.99
16/10/2014,25.2
15/10/2014,26.25
14/10/2014,22.79
13/10/2014,24.64
10/10/2014,21.24
09/10/2014,18.76
08/10/2014,15.11
07/10/2014,17.2
06/10/2014,15.46
03/10/2014,14.55
02/10/2014,16.16
01/10/2014,16.71
30/09/2014,16.31
29/09/2014,15.98
26/09/2014,14.85
25/09/2014,15.64
24/09/2014,13.27
23/09/2014,14.93
22/09/2014,13.69
19/09/2014,12.11
18/09/2014,12.03
17/09/2014,12.65
16/09/2014,12.73
15/09/2014,14.12
12/09/2014,13.31
11/09/2014,12.8
10/09/2014,12.88
09/09/2014,13.5
08/09/2014,12.66
05/09/2014,12.09
04/09/2014,12.64
03/09/2014,12.36
02/09/2014,12.25
29/08/2014,11.98
28/08/2014,12.05
27/08/2014,11.78
26/08/2014,11.63
25/08/2014,11.7
22/08/2014,11.47
21/08/2014,11.76
20/08/2014,11.78
19/08/2014,12.21
18/08/2014,12.32
15/08/2014,13.15
14/08/2014,12.42
13/08/2014,12.9
12/08/2014,14.13
11/08/2014,14.23
08/08/2014,15.77
07/08/2014,16.66
06/08/2014,16.37
05/08/2014,16.87
04/08/2014,15.12
01/08/2014,17.03
31/07/2014,16.95
30/07/2014,13.33
29/07/2014,13.28
28/07/2014,12.56
25/07/2014,12.69
24/07/2014,11.84
23/07/2014,11.52
22/07/2014,12.24
21/07/2014,12.81
18/07/2014,12.06
17/07/2014,14.54
16/07/2014,11
15/07/2014,11.96
14/07/2014,11.82
11/07/2014,12.08
10/07/2014,12.59
09/07/2014,11.65
08/07/2014,11.98
07/07/2014,11.33
03/07/2014,10.32
02/07/2014,10.82
01/07/2014,11.15
30/06/2014,11.57
27/06/2014,11.26
26/06/2014,11.63
25/06/2014,11.59
24/06/2014,12.13
23/06/2014,10.98
20/06/2014,10.85
19/06/2014,10.62
18/06/2014,10.61
17/06/2014,12.06
16/06/2014,12.65
13/06/2014,12.18
12/06/2014,12.56
11/06/2014,11.6
10/06/2014,10.99
09/06/2014,11.15
06/06/2014,10.73
05/06/2014,11.68
04/06/2014,12.08
03/06/2014,11.87
02/06/2014,11.58
30/05/2014,11.4
29/05/2014,11.57
28/05/2014,11.68
27/05/2014,11.51
23/05/2014,11.36
22/05/2014,12.03
21/05/2014,11.91
20/05/2014,12.96
19/05/2014,12.42
16/05/2014,12.44
15/05/2014,13.17
14/05/2014,12.17
13/05/2014,12.13
12/05/2014,12.23
09/05/2014,12.92
08/05/2014,13.43
07/05/2014,13.4
06/05/2014,13.8
05/05/2014,13.29
02/05/2014,12.91
01/05/2014,13.25
30/04/2014,13.41
29/04/2014,13.71
28/04/2014,13.97
25/04/2014,14.06
24/04/2014,13.32
23/04/2014,13.27
22/04/2014,13.19
21/04/2014,13.25
17/04/2014,13.36
16/04/2014,14.18
15/04/2014,15.61
14/04/2014,16.11
11/04/2014,17.03
10/04/2014,15.89
09/04/2014,13.82
08/04/2014,14.89
07/04/2014,15.57
04/04/2014,13.96
03/04/2014,13.37
02/04/2014,13.09
01/04/2014,13.1
31/03/2014,13.88
28/03/2014,14.41
27/03/2014,14.62
26/03/2014,14.93
25/03/2014,14.02
24/03/2014,15.09
21/03/2014,15
20/03/2014,14.52
19/03/2014,15.12
18/03/2014,14.52
17/03/2014,15.64
14/03/2014,17.82
13/03/2014,16.22
12/03/2014,14.47
11/03/2014,14.8
10/03/2014,14.2
07/03/2014,14.11
06/03/2014,14.21
05/03/2014,13.89
04/03/2014,14.1
03/03/2014,16
28/02/2014,14
27/02/2014,14.04
26/02/2014,14.35
25/02/2014,13.67
24/02/2014,14.23
21/02/2014,14.68
20/02/2014,14.79
19/02/2014,15.5
18/02/2014,13.87
14/02/2014,13.57
13/02/2014,14.14
12/02/2014,14.3
11/02/2014,14.51
10/02/2014,15.26
07/02/2014,15.29
06/02/2014,17.23
05/02/2014,19.95
04/02/2014,19.11
03/02/2014,21.44
31/01/2014,18.41
30/01/2014,17.29
29/01/2014,17.35
28/01/2014,15.8
27/01/2014,17.42
24/01/2014,18.14
23/01/2014,13.77
22/01/2014,12.84
21/01/2014,12.87
17/01/2014,12.44
16/01/2014,12.53
15/01/2014,12.28
14/01/2014,12.28
13/01/2014,13.28
10/01/2014,12.14
09/01/2014,12.89
08/01/2014,12.87
07/01/2014,12.92
06/01/2014,13.55
03/01/2014,13.76
02/01/2014,14.23
31/12/2013,13.72
30/12/2013,13.56
27/12/2013,12.46
26/12/2013,12.33
24/12/2013,12.48
23/12/2013,13.04
20/12/2013,13.79
19/12/2013,14.15
18/12/2013,13.8
17/12/2013,16.21
16/12/2013,16.03
13/12/2013,15.76
12/12/2013,15.54
11/12/2013,15.42
10/12/2013,13.91
09/12/2013,13.49
06/12/2013,13.79
05/12/2013,15.08
04/12/2013,14.7
03/12/2013,14.55
02/12/2013,14.23
29/11/2013,13.7
27/11/2013,12.98
26/11/2013,12.81
25/11/2013,12.79
22/11/2013,12.26
21/11/2013,12.66
20/11/2013,13.4
19/11/2013,13.39
18/11/2013,13.1
15/11/2013,12.19
14/11/2013,12.37
13/11/2013,12.52
12/11/2013,12.82
11/11/2013,12.53
08/11/2013,12.9
07/11/2013,13.91
06/11/2013,12.67
05/11/2013,13.27
04/11/2013,12.93
01/11/2013,13.28
31/10/2013,13.75
30/10/2013,13.65
29/10/2013,13.41
28/10/2013,13.31
25/10/2013,13.09
24/10/2013,13.2
23/10/2013,13.42
22/10/2013,13.33
21/10/2013,13.16
18/10/2013,13.04
17/10/2013,13.48
16/10/2013,14.71
15/10/2013,18.66
14/10/2013,16.07
11/10/2013,15.72
10/10/2013,16.48
09/10/2013,19.6
08/10/2013,20.34
07/10/2013,19.41
04/10/2013,16.74
03/10/2013,17.67
02/10/2013,16.6
01/10/2013,15.54
30/09/2013,16.6
27/09/2013,15.46
26/09/2013,14.06
25/09/2013,14.01
24/09/2013,14.08
23/09/2013,14.31
20/09/2013,13.12
19/09/2013,13.16
18/09/2013,13.59
17/09/2013,14.53
16/09/2013,14.38
13/09/2013,14.16
12/09/2013,14.29
11/09/2013,13.82
10/09/2013,14.53
09/09/2013,15.63
06/09/2013,15.85
05/09/2013,15.77
04/09/2013,15.88
03/09/2013,16.61
30/08/2013,17.01
29/08/2013,16.81
28/08/2013,16.49
27/08/2013,16.77
26/08/2013,14.99
23/08/2013,13.98
22/08/2013,14.76
21/08/2013,15.94
20/08/2013,14.91
19/08/2013,15.1
16/08/2013,14.37
15/08/2013,14.73
14/08/2013,13.04
13/08/2013,12.31
12/08/2013,12.81
09/08/2013,13.41
08/08/2013,12.73
07/08/2013,12.98
06/08/2013,12.72
05/08/2013,11.84
02/08/2013,11.98
01/08/2013,12.94
31/07/2013,13.45
30/07/2013,13.39
29/07/2013,13.39
26/07/2013,12.72
25/07/2013,12.97
24/07/2013,13.18
23/07/2013,12.66
22/07/2013,12.29
19/07/2013,12.54
18/07/2013,13.77
17/07/2013,13.78
16/07/2013,14.42
15/07/2013,13.79
12/07/2013,13.84
11/07/2013,14.01
10/07/2013,14.21
09/07/2013,14.35
08/07/2013,14.78
05/07/2013,14.89
03/07/2013,16.2
02/07/2013,16.44
01/07/2013,16.37
28/06/2013,16.86
27/06/2013,16.86
26/06/2013,17.21
25/06/2013,18.47
24/06/2013,20.11
21/06/2013,18.9
20/06/2013,20.49
19/06/2013,16.64
18/06/2013,16.61
17/06/2013,16.8
14/06/2013,17.15
13/06/2013,16.41
12/06/2013,18.59
11/06/2013,17.07
10/06/2013,15.44
07/06/2013,15.14
06/06/2013,16.63
05/06/2013,17.5
04/06/2013,16.27
03/06/2013,16.28
31/05/2013,16.3
30/05/2013,14.53
29/05/2013,14.83
28/05/2013,14.48
24/05/2013,13.99
23/05/2013,14.07
22/05/2013,13.82
21/05/2013,13.37
20/05/2013,13.02
17/05/2013,12.45
16/05/2013,13.07
15/05/2013,12.81
14/05/2013,12.77
13/05/2013,12.55
10/05/2013,12.59
09/05/2013,13.13
08/05/2013,12.66
07/05/2013,12.83
06/05/2013,12.66
03/05/2013,12.85
02/05/2013,13.59
01/05/2013,14.49
30/04/2013,13.52
29/04/2013,13.71
26/04/2013,13.61
25/04/2013,13.62
24/04/2013,13.61
23/04/2013,13.48
22/04/2013,14.39
19/04/2013,14.97
18/04/2013,17.56
17/04/2013,16.51
16/04/2013,13.96
15/04/2013,17.27
12/04/2013,12.06
11/04/2013,12.24
10/04/2013,12.36
09/04/2013,12.84
08/04/2013,13.19
05/04/2013,13.92
04/04/2013,13.89
03/04/2013,14.21
02/04/2013,12.78
01/04/2013,13.58
28/03/2013,12.7
27/03/2013,13.15
26/03/2013,12.77
25/03/2013,13.74
22/03/2013,13.57
21/03/2013,13.99
20/03/2013,12.67
19/03/2013,14.39
18/03/2013,13.36
15/03/2013,11.3
14/03/2013,11.3
13/03/2013,11.83
12/03/2013,12.27
11/03/2013,11.56
08/03/2013,12.59
07/03/2013,13.06
06/03/2013,13.53
05/03/2013,13.48
04/03/2013,14.01
01/03/2013,15.36
28/02/2013,15.51
27/02/2013,14.73
26/02/2013,16.87
25/02/2013,18.99
22/02/2013,14.17
21/02/2013,15.22
20/02/2013,14.68
19/02/2013,12.31
15/02/2013,12.46
14/02/2013,12.66
13/02/2013,12.98
12/02/2013,12.64
11/02/2013,12.94
08/02/2013,13.02
07/02/2013,13.5
06/02/2013,13.41
05/02/2013,13.72
04/02/2013,14.67
01/02/2013,12.9
31/01/2013,14.28
30/01/2013,14.32
29/01/2013,13.31
28/01/2013,13.57
25/01/2013,12.89
24/01/2013,12.69
23/01/2013,12.46
22/01/2013,12.43
18/01/2013,12.46
17/01/2013,13.57
16/01/2013,13.42
15/01/2013,13.55
14/01/2013,13.52
11/01/2013,13.36
10/01/2013,13.49
09/01/2013,13.81
08/01/2013,13.62
07/01/2013,13.79
04/01/2013,13.83
03/01/2013,14.56
02/01/2013,14.68
31/12/2012,18.02
28/12/2012,22.72
27/12/2012,19.47
26/12/2012,19.48
24/12/2012,17.84
21/12/2012,17.84
20/12/2012,17.67
19/12/2012,17.36
18/12/2012,15.57
17/12/2012,16.34
14/12/2012,17
13/12/2012,16.56
12/12/2012,15.95
11/12/2012,15.57
10/12/2012,16.05
07/12/2012,15.9
06/12/2012,16.58
05/12/2012,16.46
04/12/2012,17.12
03/12/2012,16.64
30/11/2012,15.87
29/11/2012,15.06
28/11/2012,15.51
27/11/2012,15.92
26/11/2012,15.5
23/11/2012,15.14
21/11/2012,15.31
20/11/2012,15.08
19/11/2012,15.24
16/11/2012,16.41
15/11/2012,17.99
14/11/2012,17.92
13/11/2012,16.65
12/11/2012,16.68
09/11/2012,18.61
08/11/2012,18.49
07/11/2012,19.08
06/11/2012,17.58
05/11/2012,18.42
02/11/2012,17.59
01/11/2012,16.69
31/10/2012,18.6
26/10/2012,17.81
25/10/2012,18.12
24/10/2012,18.33
23/10/2012,18.83
22/10/2012,16.62
19/10/2012,17.06
18/10/2012,15.03
17/10/2012,15.07
16/10/2012,15.22
15/10/2012,15.27
12/10/2012,16.14
11/10/2012,15.59
10/10/2012,16.29
09/10/2012,16.37
08/10/2012,15.11
05/10/2012,14.33
04/10/2012,14.55
03/10/2012,15.43
02/10/2012,15.71
01/10/2012,16.32
28/09/2012,15.73
27/09/2012,14.84
26/09/2012,16.81
25/09/2012,15.43
24/09/2012,14.15
21/09/2012,13.98
20/09/2012,14.07
19/09/2012,13.88
18/09/2012,14.18
17/09/2012,14.59
14/09/2012,14.51
13/09/2012,14.05
12/09/2012,15.8
11/09/2012,16.41
10/09/2012,16.28
07/09/2012,14.38
06/09/2012,15.6
05/09/2012,17.74
04/09/2012,17.98
31/08/2012,17.47
30/08/2012,17.83
29/08/2012,17.06
28/08/2012,16.49
27/08/2012,16.35
24/08/2012,15.18
23/08/2012,15.96
22/08/2012,15.11
21/08/2012,15.02
20/08/2012,14.02
17/08/2012,13.45
16/08/2012,14.29
15/08/2012,14.63
14/08/2012,14.85
13/08/2012,13.7
10/08/2012,14.74
09/08/2012,15.28
08/08/2012,15.32
07/08/2012,15.99
06/08/2012,15.95
03/08/2012,15.64
02/08/2012,17.57
01/08/2012,18.96
31/07/2012,18.93
30/07/2012,18.03
27/07/2012,16.7
26/07/2012,17.53
25/07/2012,19.34
24/07/2012,20.47
23/07/2012,18.62
20/07/2012,16.27
19/07/2012,15.45
18/07/2012,16.16
17/07/2012,16.48
16/07/2012,17.11
13/07/2012,16.74
12/07/2012,18.33
11/07/2012,17.95
10/07/2012,18.72
09/07/2012,17.98
06/07/2012,17.1
05/07/2012,17.5
03/07/2012,16.66
02/07/2012,16.8
29/06/2012,17.08
28/06/2012,19.71
27/06/2012,19.45
26/06/2012,19.72
25/06/2012,20.38
22/06/2012,18.11
21/06/2012,20.08
20/06/2012,17.24
19/06/2012,18.38
18/06/2012,18.32
15/06/2012,21.11
14/06/2012,21.68
13/06/2012,24.27
12/06/2012,22.09
11/06/2012,23.56
08/06/2012,21.23
07/06/2012,21.72
06/06/2012,22.16
05/06/2012,24.68
04/06/2012,26.12
01/06/2012,26.66
31/05/2012,24.06
30/05/2012,24.14
29/05/2012,21.03
25/05/2012,21.76
24/05/2012,21.54
23/05/2012,22.33
22/05/2012,22.48
21/05/2012,22.01
18/05/2012,25.1
17/05/2012,24.49
16/05/2012,22.27
15/05/2012,21.97
14/05/2012,21.87
11/05/2012,19.89
10/05/2012,18.83
09/05/2012,20.08
08/05/2012,19.05
07/05/2012,18.94
04/05/2012,19.16
03/05/2012,17.56
02/05/2012,16.88
01/05/2012,16.6
30/04/2012,17.15
27/04/2012,16.32
26/04/2012,16.24
25/04/2012,16.82
24/04/2012,18.1
23/04/2012,18.97
20/04/2012,17.44
19/04/2012,18.36
18/04/2012,18.64
17/04/2012,18.46
16/04/2012,19.55
13/04/2012,19.55
12/04/2012,17.2
11/04/2012,20.02
10/04/2012,20.39
09/04/2012,18.81
05/04/2012,16.7
04/04/2012,16.44
03/04/2012,15.66
02/04/2012,15.64
30/03/2012,15.5
29/03/2012,15.48
28/03/2012,15.47
27/03/2012,15.59
26/03/2012,14.26
23/03/2012,14.82
22/03/2012,15.57
21/03/2012,15.13
20/03/2012,15.58
19/03/2012,15.04
16/03/2012,14.47
15/03/2012,15.42
14/03/2012,15.31
13/03/2012,14.8
